SCTID	FullySpecifiedName	DateOfStatusChange	SubsetStatus	SNOMEDStatus
111772000	Poisoning by diuretic (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
87904007	Poisoning by drug acting on smooth AND/OR skeletal muscle (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
67794001	Poisoning by drug acting on the respiratory system (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
7895008	Poisoning by drug AND/OR medicinal substance (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
111758009	Poisoning by enzyme (disorder)	11/1/2006	ACTIVE	ACTIVE (Current)
43624006	Poisoning by gastrointestinal system drug (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
44969005	Poisoning by hair treatment drug AND/OR preparation (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
13187008	Poisoning by heroin (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
70539005	Poisoning by hormone AND/OR synthetic substitute (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
46298002	Poisoning by hornet sting (disorder)	11/1/2006	ACTIVE	ACTIVE (Current)
55381001	Poisoning by iron AND/OR its compounds (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
111764002	Poisoning by local anesthetic (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
76400006	Poisoning by local antipruritic (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
60199004	Poisoning by methadone (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
111763008	Poisoning by mixed sedative (disorder)	4/1/2007	ACTIVE	ACTIVE (Current)
241749009	Poisoning by opiate analgesic drug (disorder)	4/1/2007	ACTIVE	ACTIVE (Current)
11196001	Poisoning by opiate AND/OR related narcotic (disorder)	11/1/2006	ACTIVE	ACTIVE (Current)
72610007	Poisoning by opiate antagonist (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
74264003	Poisoning by opium alkaloid (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
57125001	Poisoning by ovarian hormone AND/OR synthetic substitute (disorder)	3/1/2008	ACTIVE	ACTIVE (Current)
66413004	Poisoning by penicillin (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
48534006	Poisoning by phenothiazine-based tranquilizer (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
74882009	Poisoning by phenytoin (disorder)	12/1/2006	ACTIVE	ACTIVE (Current)
51725000	Poisoning by primarily systemic agent (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
85975005	Poisoning by psychodysleptic (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
20260003	Poisoning by psychostimulant (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
61438005	Poisoning by psychotropic agent (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
69819005	Poisoning by purine derivative diuretic (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
7248001	Poisoning by salicylate (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
21673003	Poisoning by saluretic (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
85337000	Poisoning by sedative AND/OR hypnotic (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
10984003	Poisoning by skeletal muscle relaxant (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
27795004	Poisoning by surface (topical) AND/OR infiltration anesthetic (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
45536007	Poisoning by sympathomimetic drug (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
9408000	Poisoning by thyroid hormone AND/OR thyroid derivative (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
28774007	Poisoning by viral AND/OR rickettsial vaccine (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
111760006	Poisoning by vitamin (disorder)	11/1/2006	ACTIVE	ACTIVE (Current)
111770008	Poisoning by water AND/OR mineral metabolism drug (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
217676001	Poisoning due to centipede and venomous millipede (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
217677005	Poisoning due to centipede venom (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
217684002	Poisoning due to venomous marine animals or plants (disorder)	11/1/2006	ACTIVE	ACTIVE (Current)
217650001	Poisoning due to venomous snakes and lizards (disorder)	4/1/2007	ACTIVE	ACTIVE (Current)
11762004	Poisoning of animal by plant (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
269736006	Poisoning of unknown intent (disorder)	10/1/2006	ACTIVE	ACTIVE (Current)
242975003	Poisoning of unknown intent by drug (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
38371006	Poland anomaly (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
203291003	Poliomyelitis osteopathy of the lower leg (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
14240001	Poliosis (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
40387008	Polyagglutinable erythrocyte syndrome (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
20258000	Polyarteritis (disorder)	10/1/2007	ACTIVE	ACTIVE (Current)
155441006	Polyarteritis nodosa (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
36186002	Polyarthropathy (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
250099002	Polyarticular joint involvement (finding)	3/1/2008	ACTIVE	ACTIVE (Current)
190808009	Polyclonal hypergammaglobulinemia (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
28728008	Polycystic kidney disease, adult type (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
28770003	Polycystic kidney disease, infantile type (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
69878008	Polycystic ovaries (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
109992005	Polycythemia vera (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
367506006	Polydactyly (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
81793007	Polydactyly of fingers (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
62218008	Polydactyly of toes (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
228372006	Poly-drug misuser (finding)	10/1/2006	ACTIVE	ACTIVE (Current)
46724008	Polyglandular activity in multiple endocrine adenomatosis (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
83728000	Polyglandular autoimmune syndrome, type 2 (disorder)	10/1/2006	ACTIVE	ACTIVE (Current)
111546006	Polyglandular dysfunction (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
199646006	Polyhydramnios - delivered (disorder)	11/1/2006	ACTIVE	ACTIVE (Current)
86203003	Polyhydramnios (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
199647002	Polyhydramnios with antenatal problem (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
52754008	Polymenorrhea (finding)	4/2/2006	ACTIVE	ACTIVE (Current)
238525001	Polymorphic light eruption (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
423038006	Polymorphous low grade adenocarcinoma of salivary gland (disorder)	4/1/2007	ACTIVE	ACTIVE (Current)
65323003	Polymyalgia rheumatica (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
31384009	Polymyositis (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
42345000	Polyneuropathy (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
7339009	Polyneuropathy due to drug (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
193177003	Polyneuropathy in collagen vascular disease (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
193178008	Polyneuropathy in disseminated lupus erythematosus (disorder)	9/1/2006	ACTIVE	ACTIVE (Current)
193179000	Polyneuropathy in polyarteritis nodosa (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
193180002	Polyneuropathy in rheumatoid arthritis (disorder)	2/1/2007	ACTIVE	ACTIVE (Current)
193188009	Polyneuropathy in vitamin B deficiency (disorder)	7/3/2006	ACTIVE	ACTIVE (Current)
36517007	Polyostotic fibrous dysplasia of bone (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
35547002	Polyotia (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
373610002	Polyp in nasopharynx (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
65576009	Polyp of cervix (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
58881007	Polyp of cervix affecting pregnancy (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
68496003	Polyp of colon (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
11314008	Polyp of corpus uteri (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
45823004	Polyp of fallopian tube (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
197433003	Polyp of gallbladder (disorder)	10/1/2006	ACTIVE	ACTIVE (Current)
254588001	Polyp of intestine (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
82069007	Polyp of labia (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
86423004	Polyp of larynx (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
29074008	Polyp of maxillary sinus (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
32307003	Polyp of nasal sinus (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
399723004	Polyp of small intestine (disorder)	11/1/2006	ACTIVE	ACTIVE (Current)
90685008	Polyp of sphenoidal sinus (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
29609001	Polyp of vagina (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
26808007	Polypoid sinus degeneration (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
51339003	Polysubstance dependence (disorder)	9/1/2006	ACTIVE	ACTIVE (Current)
28442001	Polyuria (finding)	4/2/2006	ACTIVE	ACTIVE (Current)
408665008	Pontine artery thrombosis (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
276608005	Poor fetal nutrition (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
398152000	Poor muscle tone (finding)	10/1/2007	ACTIVE	ACTIVE (Current)
162128006	Poor stream of urine (finding)	4/2/2006	ACTIVE	ACTIVE (Current)
301179007	Poor venous access (finding)	11/1/2006	ACTIVE	ACTIVE (Current)
297141005	Popliteal artery embolus (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
314189001	Popliteal artery occlusion (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
87239004	Popliteal artery thrombosis (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
233978009	Popliteal entrapment syndrome (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
66783006	Popliteal pterygium syndrome (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
65705009	Porencephalic cyst (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
400080004	Porokeratosis (disorder)	5/6/2006	ACTIVE	ACTIVE (Current)
80432009	Porokeratosis of Mibelli (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
61860000	Porphyria cutanea tarda (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
44574006	Porphyruria (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
34742003	Portal hypertension (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
303082009	Portal hypertensive gastropathy (disorder)	10/1/2006	ACTIVE	ACTIVE (Current)
67656006	Portal pyemia (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
128058007	Portal systemic vascular shunt disorder (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
17920008	Portal vein thrombosis (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
416377005	Port-wine stain of skin (disorder)	10/1/2006	ACTIVE	ACTIVE (Current)
412731001	Positive genetic finding (finding)	10/1/2007	ACTIVE	ACTIVE (Current)
309303001	Positive microbiology findings (finding)	11/1/2006	ACTIVE	ACTIVE (Current)
26576000	Positive skin test reaction (finding)	10/1/2007	ACTIVE	ACTIVE (Current)
195130005	Post cardiac operation functional disturbance (disorder)	11/1/2006	ACTIVE	ACTIVE (Current)
373108000	Post percutaneous transluminal coronary angioplasty (finding)	4/2/2006	ACTIVE	ACTIVE (Current)
31097004	Post poliomyelitis syndrome (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
237527007	Postablative hypothyroidism (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
190538008	Postablative ovarian failure (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
190552005	Postablative testicular hypofunction (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
31351009	Postartificial menopausal syndrome (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
43887004	Postauricular fistula (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
78643003	Postcardiotomy syndrome (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
237787007	Post-chemotherapy ovarian failure (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
236813004	Post-chemotherapy testicular hypofunction (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
90782003	Postcholecystectomy syndrome (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
48880000	Postcoital bleeding (finding)	4/2/2006	ACTIVE	ACTIVE (Current)
40425004	Postconcussion syndrome (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
200118004	Post-delivery acute renal failure with postnatal problem (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
406151001	Post-discharge follow-up (finding)	4/1/2007	ACTIVE	ACTIVE (Current)
72242008	Postductal coarctation of aorta (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
56528004	Post-dysenteric arthropathy (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
201504007	Post-dysenteric reactive arthropathy of multiple sites (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
201503001	Post-dysenteric reactive arthropathy of the ankle and/or foot (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
201499007	Post-dysenteric reactive arthropathy of the forearm (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
201500003	Post-dysenteric reactive arthropathy of the hand (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
201502006	Post-dysenteric reactive arthropathy of the lower leg (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
201501004	Post-dysenteric reactive arthropathy of the pelvic region and thigh (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
201497009	Post-dysenteric reactive arthropathy of the shoulder region (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
201498004	Post-dysenteric reactive arthropathy of the upper arm (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
239177006	Post-episiotomy pain (finding)	10/1/2007	ACTIVE	ACTIVE (Current)
410567004	Posterior capsule opacification (disorder)	7/3/2006	ACTIVE	ACTIVE (Current)
230696001	Posterior cerebral circulation infarction (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
267639001	Posterior corneal pigmentation (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
14169000	Posterior dislocation of lens (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
5582005	Posterior fossa compression syndrome (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
193139009	Posterior interosseous nerve lesion (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
415147002	Posterior ischemic optic neuropathy (disorder)	7/3/2006	ACTIVE	ACTIVE (Current)
415148007	Posterior perineal hernia (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
75803007	Posterior rhinorrhea (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
267660007	Posterior scleritis (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
34533008	Posterior subcapsular polar cataract (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
5318001	Posterior subcapsular polar senile cataract (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
111512005	Posterior synechiae (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
399364006	Posterior tibial neuropathy (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
247081001	Posterior vitreous detachment (disorder)	7/3/2006	ACTIVE	ACTIVE (Current)
4654002	Posteruptive color change of tooth (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
80193009	Postgastric surgery syndrome (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
76628006	Post-hemiplegic chorea (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
27156006	Posthepatitic cirrhosis (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
2177002	Postherpetic neuralgia (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
76462000	Post-herpetic polyneuropathy (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
17974002	Post-herpetic trigeminal neuralgia (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
192704009	Post-immunization encephalitis (disorder)	11/1/2006	ACTIVE	ACTIVE (Current)
429436007	Post-immunization myelitis (disorder)	3/1/2008	ACTIVE	ACTIVE (Current)
233929004	Post-infarction mural thrombus (disorder)	10/1/2007	ACTIVE	ACTIVE (Current)
233846000	Post-infarction ventricular septal defect (disorder)	10/1/2007	ACTIVE	ACTIVE (Current)
123976001	Post-infectious disorder (disorder)	1/1/2008	ACTIVE	ACTIVE (Current)
192727001	Post-infectious encephalitis (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
230199007	Post-infectious encephalomyelitis (disorder)	6/5/2006	ACTIVE	ACTIVE (Current)
239783001	Post-infective arthritis (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
423515003	Post-infective arthritis of joint of foot (disorder)	10/1/2007	ACTIVE	ACTIVE (Current)
423310007	Post-infective arthritis of joint of hand (disorder)	10/1/2007	ACTIVE	ACTIVE (Current)
426266003	Post-infective myelitis (disorder)	10/1/2007	ACTIVE	ACTIVE (Current)
422565003	Post-infective polyarthritis (disorder)	10/1/2007	ACTIVE	ACTIVE (Current)
238699007	Post-inflammatory hyperpigmentation (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
24003004	Postinflammatory optic atrophy (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
266368002	Post-inflammatory pulmonary fibrosis (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
2801003	Postlaminectomy kyphosis (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
62567006	Postlaminectomy lordosis (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
27151001	Post-laminectomy syndrome (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
28968001	Postlaminectomy syndrome of cervical region (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
35731002	Postlaminectomy syndrome of lumbar region (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
37432007	Postlaminectomy syndrome of thoracic region (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
33129002	Postmastectomy lymphedema syndrome (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
239176002	Post-mastectomy pain (finding)	4/2/2006	ACTIVE	ACTIVE (Current)
16102009	Postmastoidectomy complication (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
8076000	Postmature abnormal placenta (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
76742009	Postmenopausal bleeding (finding)	4/2/2006	ACTIVE	ACTIVE (Current)
102447009	Postmenopausal osteoporosis (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
76498008	Postmenopausal state (finding)	4/2/2006	ACTIVE	ACTIVE (Current)
66189004	Postmyocardial infarction syndrome (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
200238005	Postnatal deep vein thrombosis with postnatal complication (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
178280004	Postnatal infection (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
371072008	Postobstructive pneumonia (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
54883000	Postoperative blind loop syndrome (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
233816003	Postoperative cardiac complication (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
233918003	Postoperative complete heart block (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
385486001	Postoperative complication (disorder)	11/1/2006	ACTIVE	ACTIVE (Current)
213220000	Postoperative deep vein thrombosis (disorder)	10/1/2006	ACTIVE	ACTIVE (Current)
248450003	Postoperative fever (finding)	10/1/2006	ACTIVE	ACTIVE (Current)
213262007	Postoperative hematoma formation (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
110265006	Postoperative hemorrhage (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
428782008	Postoperative hemothorax (disorder)	3/1/2008	ACTIVE	ACTIVE (Current)
80116000	Postoperative heterotopic calcification (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
27059002	Postoperative hypothyroidism (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
235833007	Postoperative ileus (disorder)	11/1/2006	ACTIVE	ACTIVE (Current)
241556001	Postoperative incisional hernia (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
66132003	Postoperative incisional hernia with obstruction (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
33910007	Postoperative infection (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
235821002	Postoperative intestinal obstruction (disorder)	10/1/2007	ACTIVE	ACTIVE (Current)
2471009	Postoperative intra-abdominal abscess (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
235822009	Postoperative mechanical intestinal obstruction (disorder)	1/1/2008	ACTIVE	ACTIVE (Current)
1488000	Postoperative nausea and vomiting (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
314978007	Postoperative pneumonia (disorder)	12/1/2006	ACTIVE	ACTIVE (Current)
275408006	Postoperative renal failure (disorder)	10/1/2007	ACTIVE	ACTIVE (Current)
236652008	Postoperative retention of urine (disorder)	4/1/2007	ACTIVE	ACTIVE (Current)
58581001	Postoperative shock (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
19585003	Postoperative state (finding)	10/1/2006	ACTIVE	ACTIVE (Current)
205512009	Postoperative stitch abscess (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
6212009	Postoperative subphrenic abscess (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
111411000	Postoperative urethral stricture (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
197926005	Postoperative urinary tract infection (disorder)	10/1/2006	ACTIVE	ACTIVE (Current)
183646003	Postoperative visit (finding)	4/1/2007	ACTIVE	ACTIVE (Current)
72245005	Postoperative vomiting (disorder)	11/1/2006	ACTIVE	ACTIVE (Current)
15997003	Postoperative wound abscess (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
