SOURCE 	CLASS	LOINC_CODE	"Rank Order(1 = most frequently ordered)"	CONVENIENCE_NAME	LOINC_LONG_COMMON_NAME	COMPONENT	PROPERTY	TM	SPCMN	SCALE	METHOD	Usually not performed at a referral lab (X)
	HEM/BC	721-1	1917	Hgb Free Plas-mCnc	Free Hemoglobin [Mass/volume] in Plasma								
	SERO	31209-0	1918	Islet Cell512 Ab Ser-aCnc	Islet cell 512 Ab [Units/volume] in Serum								
	CHEM	1779-8	1919	ALP Liver SerPl-cCnc	Alkaline phosphatase.liver [Enzymatic activity/volume] in Serum or Plasma								
	CHEM	2334-1	1920	Gastrocult Gast Ql	Hemoglobin.gastrointestinal [Presence] in Gastric fluid								
	ALLERGY	16085-3	1921	Wheat IgE RAST Ql	Wheat IgE Ab RAST class in Serum								
	MICRO	29591-5	1922	EV RNA XXX Ql PCR	Enterovirus RNA [Presence] in Unspecified specimen by Probe & target amplification method								
	HEM/BC	24103-4	1923	Plasma Cells # Bld Manual	Plasma cells [#/volume] in Blood by Manual count								
	ALLERGY	6038-4	1924	Amer Beech IgE Qn	American Beech IgE Ab [Units/volume] in Serum								
	BLDBK	38168-1	1925	Maj XM SerPl LISS-Imp	Major crossmatch [interpretation] by Low ionic strenght saline (LISS)								
	CHEM	2142-8	1926	Cortis Sal-mCnc	Cortisol [Mass/volume] in Saliva								
	ALLERGY	15568-9	1927	Soybean IgE RAST Ql	Soybean IgE Ab RAST class in Serum								
	COAG	43734-3	1928	aPTT Time PPP 1:1 saline	Activated partial thromboplastin time (aPTT) in Platelet poor plasma by Coagulation 1:1 saline								
	COAG	43397-9	1929	dRVV Tme imm NP Time PPP	Dilute Russell viper venom time (dRVVT) factor substitution in Platelet poor plasma by Coagulation assay --immediately after addition of normal plasma								
	MICRO	16982-1	1930	HTLV1+2 Ab Ser Ql IB	HTLV 1+2 Ab [Presence] in Serum by Immunoblot (IB)								
	CHEM	20420-6	1931	PACP Ser-mCnc	Prostatic acid phosphatase [Mass/volume] in Serum								
	ALLERGY	6125-9	1932	Gluten IgE Qn	Gluten IgE Ab [Units/volume] in Serum								
	HEM/BC	30374-3	1933	Basophils NFr CSF	Basophils/100 leukocytes in Cerebral spinal fluid								
	DRUG/TOX	3714-3	1934	Lidocain SerPl-mCnc	Lidocaine [Mass/volume] in Serum or Plasma								
	CYTO	10526-2	1935	Cyto Spt	Microscopic observation [Identifier] in Sputum by Cyto stain								
	HEM/BC	7796-6	1936	Platelet Clump Bld Ql Smear	Platelet clump [Presence] in Blood by Light microscopy								
	COAG	5959-2	1937	PT imm NP Time PPP	Prothrombin time (PT) factor substitution in Platelet poor plasma by Coagulation assay --immediately after addition of normal plasma								
	MICRO	29559-2	1938	H ducreyi DNA XXX Ql PCR	Haemophilus ducreyi DNA [Presence] in Unspecified specimen by Probe & target amplification method								
	ATTACH.CLINRPT	18743-5	1939		Autopsy report								
	CHEM	6901-3	1940	Insulin Free SerPl-aCnc	Insulin Free [Units/volume] in Serum or Plasma								
	ALLERGY	6121-8	1941	F moniliforme IgE Qn	Fusarium moniliforme IgE Ab [Units/volume] in Serum								
	CHEM	49838-6	1942	Neural tube defect risk pop	Neural tube defect risk in population								
	ALLERGY	6090-5	1943	Cottonwood IgE Qn	Cottonwood IgE Ab [Units/volume] in Serum								
	SERO	30192-9	1944	AChR Mod Ab/AChR Total SFr Ser	Acetylcholine receptor modulation Ab/Acetylcholine Ab.total in Serum								
	ALLERGY	6287-7	1945	Baker's yeast IgE Qn	Baker's yeast IgE Ab [Units/volume] in Serum								
	MICRO	6349-5	1946	C trach XXX Ql Cult	Chlamydia trachomatis [Presence] in Unspecified specimen by Organism specific culture								
	HEM/BC	4635-9	1947	Hgb Free Ser-mCnc	Free Hemoglobin [Mass/volume] in Serum								
	SERO	46128-5	1948	tTG IgA Ser EIA-aCnc	Tissue transglutaminase IgA Ab [Units/volume] in Serum by Immunoassay								
	HEMODYN.MOLEC	2711-0	1949	SaO2% BldV	Oxygen saturation in Venous blood								
	HEM/BC	7797-4	1950	Rouleaux Bld Ql Smear	Rouleaux [Presence] in Blood by Light microscopy								
	BDYSURF.ATOM	8277-6	1951	BSA	Body surface area								
	HEM/BC	765-8	1952	Neuts Hyperseg Bld Ql Smear	Neutrophils.hypersegmented [Presence] in Blood by Light microscopy								
	CHEM	1926-5	1953	Base excess BldC-sCnc	Base excess in Capillary blood								
	HEM/BC	7795-8	1954	Pappenheimer Bod Bld Ql Smear	Pappenheimer bodies [Presence] in Blood by Light microscopy								
	UA	20456-0	1955	Yeast Like Fungi UrnS Ql Micro	Fungi.yeastlike [Presence] in Urine sediment by Light microscopy								
	CHEM	2716-9	1956	OxyHgb MFr BldV	Fractional oxyhemoglobin in Venous blood								
	UA	5819-8	1957	Waxy Casts #/area UrnS LPF	Waxy casts [#/area] in Urine sediment by Microscopy low power field								
	UA	5807-3	1958	RBC Casts #/area UrnS LPF	RBC casts [#/area] in Urine sediment by Microscopy low power field								
	UA	38995-7	1959	Mixed Cell Casts #/area UrnS LPF	Mixed cellular casts [#/area] in Urine sediment by Microscopy low power field								
	UA	46138-4	1960	Urate Cry #/area UrnS HPF	Urate crystals [#/area] in Urine sediment by Microscopy high power field								
	MICRO	5335-5	1961	RUBV IgM Ser EIA-aCnc	Rubella virus IgM Ab [Units/volume] in Serum by Immunoassay								
	UA	25154-6	1962	Unident Crys #/area UrnS HPF	Unidentified crystals [#/area] in Urine sediment by Microscopy high power field								
	HEM/BC	33215-5	1963	Agran Neuts Bld Ql Smear	Neutrophils.agranular [Presence] in Blood by Light microscopy								
	UA	5788-5	1964	Oval fat bodies #/area UrnS HPF	Oval fat bodies (globules) [#/area] in Urine sediment by Microscopy high power field								
	CHEM	2272-3	1965	Fat Ur Ql	Fat [Presence] in Urine								
	HEM/BC	10380-4	1966	Stomatocytes Bld Ql Smear	Stomatocytes [Presence] in Blood by Light microscopy								
	MICRO	7817-0	1967	B burgdor IgG Ser-aCnc	Borrelia burgdorferi IgG Ab [Units/volume] in Serum								
	MICRO	5062-5	1968	B burgdor IgG Ser EIA-aCnc	Borrelia burgdorferi IgG Ab [Units/volume] in Serum by Immunoassay								
	UA	5786-9	1969	Epith Casts #/area UrnS LPF	Epithelial casts [#/area] in Urine sediment by Microscopy low power field								
	HEM/BC	33216-3	1970	Agran Platelets Bld Ql Smear	Platelets agranular [Presence] in Blood by Light microscopy								
	HEM/BC	18311-1	1971	Pelger Huet Cells Bld Ql Smear	Pelger Huet cells [Presence] in Blood by Light microscopy								
	HEM/BC	11281-3	1972	Auer Bodies Bld Ql Smear	Auer rods [Presence] in Blood by Light microscopy								
	CHEM	30003-8	1973	Microalbumin 24H Ur-mCnc	Microalbumin [Mass/volume] in 24 hour Urine								
	UA	5784-4	1974	Cystine Cry UrnS Ql Micro	Cystine crystals [Presence] in Urine sediment by Light microscopy								
	UA	5775-2	1975	Ca Phos Cry UrnS Ql Micro	Calcium phosphate crystals [Presence] in Urine sediment by Light microscopy								
	UA	5789-3	1976	Fatty Casts #/area UrnS LPF	Fatty casts [#/area] in Urine sediment by Microscopy low power field								
	UA	5773-7	1977	Ca Carbonate Cry UrnS Ql Micro	Calcium carbonate crystals [Presence] in Urine sediment by Light microscopy								
	CHEM	20624-3	1978	Creat 24H Ur-mCnc	Creatinine [Mass/volume] in 24 hour Urine								
	CHEM	14958-3	1979	Microalbumin/Creat 24H Ur-mRto	Microalbumin/Creatinine [Mass ratio] in 24 hour Urine								
	CHEM	33647-9	1980	M Protein MFr SerPl Elph	Protein.monoclonal/Protein.total in Serum or Plasma by Electrophoresis								
	HEM/BC	716-1	1981	Heinz Bod Bld Ql Smear	Heinz bodies [Presence] in Blood by Light microscopy								
	UA	5798-4	1982	Leucine Cry UrnS Ql Micro	Leucine crystals [Presence] in Urine sediment by Light microscopy								
	CHEM	2027-1	1983	CO2 BldV-sCnc	Carbon dioxide, total [Moles/volume] in Venous blood								
	UA	5815-6	1984	Tyrosine Cry UrnS Ql Micro	Tyrosine crystals [Presence] in Urine sediment by Light microscopy								
	UA	5766-1	1985	Amm Urate Cry UrnS Ql Micro	Ammonium urate crystals [Presence] in Urine sediment by Light microscopy								
	HEM/BC	30350-3	1986	Hgb BldV-mCnc	Hemoglobin [Mass/volume] in Venous blood								
	SERO	27200-5	1987	ANA Ser-aCnc	Nuclear Ab [Units/volume] in Serum								
	UA	25149-6	1988	Ca Phos Cry #/area UrnS HPF	Calcium phosphate crystals [#/area] in Urine sediment by Microscopy high power field								
	UA	25158-7	1989	Oval fat bodies UrnS Ql Micro	Oval fat bodies (globules) [Presence] in Urine sediment by Light microscopy								
	UA	18487-9	1990	Broad Casts #/area UrnS LPF	Broad casts [#/area] in Urine sediment by Microscopy low power field								
	MICRO	24015-0	1991	FLUAV+FLUBV Ag XXX Ql	Influenza virus A+B Ag [Presence] in Unspecified specimen								
	MICRO	6437-8	1992	FLUAV+FLUBV Ag XXX Ql EIA	Influenza virus A+B Ag [Presence] in Unspecified specimen by Immunoassay								
	UA	20457-8	1993	Filament Fungi UrnS Ql Micro	Fungi.filamentous [Presence] in Urine sediment by Light microscopy								
	UA	5812-3	1994	Sulfonamide cry UrnS Ql Micro	Sulfonamide crystals [Presence] in Urine sediment by Light microscopy								
	UA	5771-1	1995	Bilirub Cry UrnS Ql Micro	Bilirubin crystals [Presence] in Urine sediment by Light microscopy								
	UA	25147-0	1996	Ca Carbonate Cry #/area UrnS HPF	Calcium carbonate crystals [#/area] in Urine sediment by Microscopy high power field								
	MICRO	40729-6	1997	HSV IgM Ser Ql EIA	Herpes simplex virus IgM Ab [Presence] in Serum by Immunoassay								
	CHEM	53835-5	1998	1,5-Anhydroglucitol SerPl-mCnc	1,5-Anhydroglucitol [Mass/volume] in Serum or Plasma								
	UA	5777-8	1999	Cholest Cry UrnS Ql Micro	Cholesterol crystals [Presence] in Urine sediment by Light microscopy								
	UA	20455-2	2000	WBC UrnS Ql Micro	Leukocytes [Presence] in Urine sediment by Light microscopy								
	UA	33905-1	2001	Trichomonas #/area UrnS HPF	Trichomonas sp [#/area] in Urine sediment by Microscopy high power field								
	HEM/BC	30394-1	2002	Granulocytes # Bld	Granulocytes [#/volume] in Blood								
	UA	5795-0	2003	Hippurate Cry UrnS Ql Micro	Hippurate crystals [Presence] in Urine sediment by Light microscopy								
	HEM/BC	18312-9	2004	Platelet Satel Bld Ql Smear	Platelet satellitism [Presence] in Blood by Light microscopy								
	UA	5776-0	2005	Ca Sulfate Cry UrnS Ql Micro	Calcium sulfate crystals [Presence] in Urine sediment by Light microscopy								
	CELLMARK	27071-0	2006	CD45 Cells # Bld	CD45 (Lymphs) cells [#/volume] in Blood								
	CHEM	11043-7	2007	Cryofib Plas Ql	Cryofibrinogen [Presence] in Plasma								
	COAG	32033-3	2008	PS IgM Ser EIA-aCnc	Phosphatidylserine IgM Ab [Units/volume] in Serum by Immunoassay								
	DRUG/TOX	20578-1	2009	Vancomycin SerPl-mCnc	Vancomycin [Mass/volume] in Serum or Plasma								
	HEM/BC	33256-9	2010	WBC nRBC cor # Bld Auto	Leukocytes [#/volume] corrected for nucleated erythrocytes in Blood by Automated count								
	HEM/BC	708-8	2011	Blasts # Bld Manual	Blasts [#/volume] in Blood by Manual count								
	HEM/BC	18309-5	2012	nRBC/100 WBC Bld Manual-Rto	Nucleated erythrocytes/100 leukocytes [Ratio] in Blood by Manual count								
	MICRO	5156-5	2013	EBV NA IgG Ser Ql EIA	Epstein Barr virus nuclear IgG Ab [Presence] in Serum by Immunoassay								
	SERO	51928-0	2014	ENA RNP Ab Ser EIA-aCnc	Ribonucleoprotein extractable nuclear Ab [Units/volume] in Serum by Immunoassay								
	SERO	33569-5	2015	ENA SS-A Ab Ser EIA-aCnc	Sjogrens syndrome-A extractable nuclear Ab [Units/volume] in Serum by Immunoassay								
	SERO	45142-7	2016	ENA SS-B Ab Ser EIA-aCnc	Sjogrens syndrome-B extractable nuclear Ab [Units/volume] in Serum by Immunoassay								
	SERO	43182-5	2017	ENA SM Ab Ser EIA-aCnc	Smith extractable nuclear Ab [Units/volume] in Serum by Immunoassay								
				Glucose Tolerance Test	Glucose Tolerance Test								
1-INPC	Blood Bk	34530-6	92	ABO and Rh blood typing	ABO & Rh group panel in Blood	ABO & Rh group panel	-	Pt	Bld	-
4-NE-US	Blood Bk	1314-4	140	Rh immune globulin screen	Rh immune globulin screen	Rh immune globulin screen	Imp	Pt	Bld	Nom
3-SE-US	CHEM	49765-1	19	Calcium mass concentration  in Blood	Calcium [Mass/volume] in Blood 	Calcium	MCnc	Pt	Bld	Qn
7-ACLA	CHEM	38230-9	N/A	Calcium ionized mass concentration in blood	Calcium.ionized [Mass/volume] in Blood	Calcium.ionized	MCnc	Pt	Bld	Qn
3-SE-US	CHEM	16695-9	182	Vitamin B12 in Blood	Cobalamin [Mass/volume] in Blood	Cobalamins	MCnc	Pt	Bld	Qn		x
3-SE-US	CHEM	49551-5	28	Creatine kinase.MB mass concentration in Blood	Creatine kinase.MB [Mass/volume] in Blood	Creatine kinase.MB	MCnc	Pt	Bld	Qn		x
1-INPC	CHEM	32016-8	37	Glucose measured on capillary blood -	Glucose [Mass/volume] in Capillary blood	Glucose	MCnc	Pt	BldC	Qn
1-INPC	CHEM	41653-7	36	Glucose in serum or plasma by glucometer (new code- used capillary counts to estimate)	Glucose [Mass/volume] in capillary blood by Glucometer	Glucose	MCnc	Pt	BldC	Qn
4-NE-US	CHEM	33058-9	136	Ketones in serum or plasma	Ketones [Mass/volume] in Serum or Plasma	Ketones	MCnc	Pt	Ser/Plas	Qn
3-SE-US	CHEM	21377-7	N/A	Magnesium in blood- 	Magnesium [Mass/volume] in blood 	Magnesium	MCnc	Pt	Bld	Qn		x
3-SE-US	CHEM	53833-0	29	Myoglobin  in Blood	Myoglobin [Mass/volume] in Blood	Myoglobin	MCnc	Pt	Bld	Qn
1-INPC	CHEM	24351-9	114	Serum Protein Electrophoresis (SPE)	Protein electrophoresis panel in Serum or Plasma	Protein electrophoresis panel	-	Pt	Ser/Plas	Qn
3-SE-US	CHEM	42757-5	30	Troponin I.cardiac  in Blood	Troponin I.cardiac [Mass/volume] in Blood	Troponin I.cardiac	MCnc	Pt	Bld	Qn
1-INPC	CHEM-gas	24341-0	N/A	Gas panel W Carbon monoxide panel in blood -arterial	Gas & Carbon monoxide panel in Arterial blood	Gas panel & Carbon   monoxide	-	Pt	BLDA	Qn		x
1-INPC	CHEM-gas	24343-6	N/A	Gas panel W Carbon monoxide in blood	Gas & Carbon monoxide panel in Blood	Gas panel & Carbon   monoxide	-	Pt	BLd	Qn		x
CHEM-gas	24342-8	N/A	Gas & Carbon monoxide panel in Capillary blood	Gas & Carbon monoxide panel in Capillary blood	Gas & CO panel	- 	Pt	BldC	Qn		x
CHEM-gas	24344-4	N/A	Gas & Carbon monoxide panel in Venous blood	Gas & Carbon monoxide panel in Venous blood	Gas & CO panel	- 	Pt	BldV	Qn		x
1-INPC	CHEM-gas	24336-0	20	Gas panel in blood- arterial	Gas panel in Arterial blood	Gas panel	-	Pt	BldA	Qn		x
1-INPC	CHEM-gas	24338-6	209	Gas panel in blood	Gas panel in Blood	Gas panel	-	Pt	Bld	Qn		x
CHEM-gas	24337-8	N/A	Gas panel in Capillary blood	Gas panel in Capillary blood	Gas panel	- 	Pt	BldC	Qn		x
CHEM-gas	24339-4	219	Gas panel in Venous blood	Gas panel in Venous blood	Gas panel	- 	Pt	BldV	Qn		x
1-INPC	CHEM-panel	24321-2	2	Basic Metabolic panel (CMS)	Basic metabolic 2000 panel in Serum or Plasma	Basic metabolic 2000 panel	-	Pt	Ser/Plas	Qn
1-INPC	CHEM-panel	24323-8	1	Comprehensive metabolic  panel (CMS)	Comprehensive metabolic 2000 panel in Serum or Plasma	Comprehensive metabolic 2000 panel	-	Pt	Ser/Plas	Qn
1-INPC	CHEM-panel	24326-1	108	Electrolytes panel (CMS)	Electrolytes 1998 panel in Serum or Plasma	Electrolytes 1998 panel	-	Pt	Ser/Plas	Qn
8- NLM replacment 	CHEM-panel	55231-5	N/A	Electrolytes panel in Blood	Electrolytes panel in Blood	Electrolytes panel	- 	Pt	Bld	Qn		x
1-INPC	CHEM-panel	24325-3	16	Hepatic function pane (CMS)	Hepatic function 2000 panel in Serum or Plasma	Hepatic function 2000 panel	-	Pt	Ser/Plas	Qn
1-INPC	CHEM-panel	50190-8	34	Iron and Iron binding  panel	Iron & Iron binding capacity panel in Serum or Plasma	Iron & Iron binding capacity panel	-	Pt	Ser/Plas	Qn
1-INPC	CHEM-panel	24331-1	10	Lipid panel (CMS) [calculated LDL - not measured]	Lipid 1996 panel in Serum or Plasma	Lipid 1996 panel	-	Pt	Ser/Plas	Qn
4-NE-US	CHEM-Panel	57698-3	N/A	Lipid panel W measured LDL	Lipid panel with direct LDL in Serum or Plasma	Lipid panel with direct LDL		Pt	Ser/Plas	Qn
1-INPC	CHEM-panel	24362-6	17	Renal function panel (CMS)	Renal function 2000 panel in Serum or Plasma	Renal function 2000 panel	-	Pt	Ser/Plas	Qn
7-ACLA	CHEM-Urine	58446-6	N/A	"Creatinine Clearance Panel in 24 hour urine, adjusted for BSA"	Creatinine 24H renal clearance adjusted for body surface area panel	Creatinine renal clearance adjusted for body surface area panel	-	24H	Urine+Ser/Plas 	Qn		x
8- NLM replacment 	CHEM-urine	34555-3	N/A	Creatinine clearance	Creatinine 24H renal clearance panel	Creatinine renal clearance panel 	-	24H	Urine+Ser/Plas 	Qn		x
7-ACLA	CHEM-Urine	58431-8	N/A	Microalbumin Panel - 24H urine	Microalbumin Panel in 24 hour Urine	Microalbumin panel	-	24H	Urine	-		x
7-ACLA	CHEM-Urine	58447-4	N/A	"Microalbumin/Creatinine Ratio Panel, 24H urine"	Microalbumin/Creatinine panel in 24H Urine	Microalbumin/Creatinine ratio panel	-	24H	Urine	Qn		x
7-ACLA	CHEM-Urine	34535-5	65	"Microalbumin/Creatinine Ratio Panel, Random Urine"	Microalbumin/Creatinine panel in random Urine	Microalbumin/Creatinine ratio panel	- 	Pt	Urine	Qn		x
7-ACLA	COAG	3174-0 	N/A	Antithrombin Activity in PPP	Antithrombin [Units/volume] in Platelet poor plasma by Chromogenic method	Antithrombin 	ACnc 	Pt 	PPP 	Qn 	Chromo
2-Uniited H	COAG	34528-0	46	Protime & INR panel 	PT panel in platelet poor plasma by coagulation assay	PT Panel		Pt	PPP	Qn	Coag
3-SE-US	DRUG/TOX	32997-9	203	Cyclosporine 2H post dose in serum or plasma quantitative	Cyclosporine [Mass/volume] in Blood --2 hours post dose	Cyclosporine^2H post dose	MCnc	Pt	Bld	Qn	ug/L;mcg/L
7-ACLA	DRUG/TOX	45324-1	N/A	"Ethyl Glucuronide, Urine"	Ethyl glucuronide [Mass/volume] in urine	Ethyl glucuronide 	MCnc 	Pt 	Urine 	Qn 
4-NE-US	DRUG/TOX	32721-3	95	Tacrolimus in serum or plasma	Tacrolimus [Mass/volume] in Serum or Plasma	Tacrolimus	MCnc	Pt	Ser/Plas	Qn
1-INPC	HEM-CBC	57021-8	3	CBC W Auto Differential panel	CBC W Auto Differential panel in Blood	CBC W Auto Differential panel	Pt	-	Bld	Qn
1-INPC	HEM-CBC	57022-6	6	CBC W Reflex Manual Differential panel	CBC W Reflex Manual Differential panel in Blood	CBC W Reflex Manual Differential panel	Pt	-	Bld	Qn
1-INPC	HEM-CBC	57782-5	4	CBC W Ordered Manual Differential panel	CBC with Ordered Manual Differential panel in Blood	CBC W Ordered Manual Differential panel	-	Pt	Bld	Qn
1-INPC	HEM-CBC	58410-2 	5	CBC  (hemogram)  panel in blood	Complete blood count (hemogram) panel in Blood by Automated count	CBC WO Differential panel	Pt	-	Bld	Qn
6-HITSP Comments	HEM-CBC	24360-0	224	Hemoglobin & Hematocrit panel	Hemoglobin & Hematocrit panel in Blood	Hemoglobin & Hematocrit panel	- 	Pt	Bld	Qn
3-SE-US	MICRO	595-9	175	Abscess culture -areobic	Bacteria identified in Abscess by Aerobe culture	Bacteria identified	Prid	Pt	Abs	Nom	Aerobic culture
5-Survey	MICRO	619-7	N/A	Peritoneal fluid culture-routine	Bacteria identified in Peritoneal fluid by Culture	Bacteria identified	Prid	Pt	Periton fld	Nom	Culture
5-Survey	MICRO	621-3	N/A	Synovial fluid culture	Bacteria identified in Synovial fluid by Culture	Bacteria identified	Prid	Pt	Synv fld	Nom	Culture
5-Survey	MICRO	34942-3	N/A	Borrelia burgdorferi IgG & IgM panel in serum	Borrelia burgdorferi IgG & IgM panel in Serum	Borrelia burgdorferi IgG & IgM panel	-	Pt	Ser	Qn		x
3-SE-US	MICRO	24007-7	119	Epstein Barr virus early IgG antibody in serum Qn	Epstein Barr virus early IgG Ab [Units/volume] in Serum	Epstein Barr virus early Ab.IgG	ACnc	Pt	Ser	Qn
2-United H	MICRO	22357-8	66	HIV 1+2 antibody in serum or plasma quantitative	HIV 1+2 Ab [Units/volume] in Serum	HIV 1+2 Ab 	ACnc 	Pt	Ser	Qn	Detection limit = 20 mg/L
1-INPC	MICRO	20508-8	164	Reagin (Syphillus) antibody	Reagin Ab [Units/volume] in serum by RPR	Reagin Ab	ACnc	Pt	Ser	Qn	RPR	x
1-INPC	MICRO	11268-0	150	Streptococcus pyogenes throat culture- used figures for beta hemolytice - believe all labs are looking for strep pyogenes 	Streptococcus pyogenes [Presence] in Throat by Organism specific culture	Streptococcus pyogenes	ACnc	Pt	Thrt	Ord	Organism specific culture
1-INPC 	MICRO 	582-7	193	Streptococcus agalactiae genital culture- these # for 586-8 the xxx specimen- but think these are all really genital 	Streptococcus agalactiae [Presence] in Genital specimen by Organism specific culture	Streptococcus agalactiae	ACnc	Pt	Genital	Ord	Organism specific culture
5-Survey	MICRO -CTGC	648-6	N/A	Gram stain  of specimen	Microscopic observation [Identifier] in Sputum by Gram stain	Sputum gram stain	Prid	Pt	Sputum	Nom	Gram stain	x
7-ACLA	PANEL.SERO	24319-6	218	"Anticardiolipin Antibody Panel G, M, A in ser "	Cardiolipin IgA & IgG & IgM panel in Serum	Cardiolipin Ab.IgG & IgM panel 	- 	Pt 	Ser 	Qn 
4-NE-US	SERO	5047-6	161	Nuclear Ab  in serum by Immunoassay - quantitative	Nuclear Ab [Units/volume] in Serum by Immunoassay	Nuclear Ab	ACnc	Pt	Ser	Qn	EIA	x
